id,iirep_serial,quotagerange,gender_non_binary,resp_gender,respondent_gender_recoded,cl01stdregion,cl02state,cl04nse,screener4,idp22,idp23,idp24,idp25_1,idp25_2,idp25_3,idp25_4,idp25_5,idp25_6,idp25_7,idp25_8,idp25_9,idp25_10,idp25_11,idp25_12,idp25_13,idp25_14,idp25_15,idp25_16,idp26,idp27_1,idp27_2,idp27_3,idp27_4,idp27_5,idp28l307,idp28l308,idp28l309,idp28l310,idp28l311,idp29_1,idp29_2,idp29_3,idp29_4,idp29_5,idp30l317,idp30l318,idp30l319,idp30l320,idp30l321,idp31_1,idp31_2,idp31_3,idp31_4,idp32l327,idp32l328,idp32l329,idp32l330,idp33,idp34,idp35,idp36,idp37,idp38,idp39_1,idp39_2,idp39_3,idp39_4,idp40l366,idp40l367,idp40l368,idp40l369,idp41_1,idp41_2,idp41_3,idp41_4,idp41_5,idp41_6,idp42l375,idp42l376,idp42l377,idp42l378,idp42l379,idp42l380,idp43_1,idp43_2,idp43_3,idp43_4,idp43_5,idp43_6,idp43_7,idp44l384,idp44l385,idp44l386,idp44l387,idp44l388,idp44l389,idp44l390,idp46l393,idp46l394,idp46l395,idp46l396,idp46l397,idp46l398,idp46l399,idp47_1,idp47_2,idp47_3,idp48l400,idp48l401,idp48l402,idp49_1,idp49_2,idp49_3,idp49_4,idp50l408,idp50l409,idp50l410,idp50l411,idp54,idp55_1,idp55_2,idp55_3,idp56l421,idp56l422,idp56l423,idp57_1,idp57_2,idp58l431,idp58l432,idp60,idp61,idp62,idp63,idp64,idp65,idp66,idp67,age_group,idp60clone1,idp62clone1,cl02stat_eclone1,idp67clone1,ponderador,gse
433,428,3,1,2,2,1,5,6,2,2,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,3,2,5,2,1,1,1,1,1,3,4,2,3,3,1,1,1,1,2,2,4,4,2,3,1,3,3,5,1,1,1,1,3,3,3,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,4,3,2,1,1,1,1,3,3,4,4,2,1,1,1,1,5,5,1,1,7,2,5,5,5,3,2,3,3,12,3,13,14,18,12,4.03583030741315,D
434,434,1,2,1,1,1,13,4,3,2,4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,4,5,3,1,1,1,1,1,2,4,3,4,4,1,1,1,1,2,2,4,4,3,1,1,1,3,4,1,1,1,1,3,4,2,4,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,3,2,0,0,0,1,1,1,4,2,3,1,1,1,1,2,4,5,3,2,1,1,1,5,5,4,1,1,6,6,9,2,4,3,2,3,2,9,1,12,13,13,14,0.05438465094918,C2
435,424,3,1,2,2,1,6,3,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,2,5,5,4,1,1,1,1,1,2,4,2,4,4,1,1,1,1,2,2,5,4,3,6,1,1,3,2,1,1,1,1,1,2,2,4,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3,1,1,1,1,1,1,5,4,4,1,1,1,1,3,2,5,4,2,1,1,1,1,1,1,1,1,1,1,7,1,7,3,2,3,4,12,3,11,15,18,12,1.29547271383288,ABC1
436,415,2,1,2,2,1,13,4,3,14,5,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,5,2,1,1,1,1,1,5,5,1,1,1,3,2,2,3,3,1,1,1,1,4,2,2,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,1,0,1,1,1,1,4,1,1,1,1,1,1,1,4,5,2,2,1,1,1,5,6,5,1,1,4,6,7,1,5,1,4,1,2,5,2,11,14,13,13,0.14904734769662,C2
437,433,2,1,2,2,2,4,5,3,6,3,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,4,4,4,1,1,1,1,1,4,3,4,2,4,1,1,1,1,3,3,5,3,2,3,1,1,1,2,1,1,1,1,2,3,5,3,1,1,1,1,1,1,2,3,3,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,1,1,1,1,0,1,1,1,3,2,3,1,1,1,1,4,1,4,4,2,1,1,1,4,4,4,1,1,4,4,9,5,3,2,2,2,3,9,2,12,13,17,14,0.10521020428823,C3
438,440,2,1,2,2,1,13,5,3,9,5,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,4,2,5,5,1,1,1,1,1,3,3,4,3,2,1,1,1,1,4,4,2,2,6,1,2,2,2,4,1,1,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,2,5,3,2,2,1,1,1,3,4,4,1,1,5,4,7,1,5,1,4,1,1,4,2,11,14,13,13,0.14904734769662,C3
439,454,3,1,2,2,1,13,6,1,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,3,4,3,5,4,1,1,1,1,1,2,4,4,3,3,1,1,1,1,2,3,5,5,2,3,1,1,1,4,1,1,1,1,4,4,3,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,0,7,0,0,0,1,1,1,3,4,4,1,1,1,1,4,4,4,4,2,1,1,1,4,5,5,1,1,5,5,7,3,6,2,2,3,4,11,3,11,14,13,14,0.25470971690636,D
440,439,2,1,2,2,1,7,5,1,12,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,2,1,2,2,3,1,1,1,1,1,5,3,5,2,2,1,1,1,1,5,4,2,1,6,1,2,2,2,4,1,1,1,1,4,1,1,2,1,1,1,1,1,1,3,1,3,3,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,3,4,3,2,2,1,1,1,6,5,6,1,1,5,7,9,5,6,2,3,2,3,4,2,12,14,18,13,0.1335068259365,C3
441,452,2,1,2,2,5,8,2,1,12,4,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,5,2,4,1,1,1,1,5,5,1,1,5,2,2,2,2,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,3,3,2,1,1,1,1,2,4,4,3,2,1,1,1,4,3,4,1,1,5,4,9,1,8,1,4,1,1,5,2,12,15,19,13,0.68787626275319,ABC1
442,438,3,2,1,1,1,13,6,1,12,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,4,4,1,1,1,1,1,3,3,3,3,4,1,1,1,1,4,3,3,4,4,6,5,3,2,3,1,1,1,1,2,2,3,3,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,0,1,1,1,1,4,3,1,1,1,1,1,3,4,5,3,2,1,1,1,3,5,5,1,1,5,6,6,1,3,2,3,3,3,8,3,11,13,13,14,0.10881314201303,D
443,449,3,1,2,2,1,13,4,1,12,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,2,4,4,4,2,1,1,1,1,1,2,4,4,3,3,1,1,1,1,4,3,4,4,6,3,1,3,2,4,1,1,1,1,2,4,2,4,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,1,1,1,4,2,2,1,1,1,1,2,4,4,3,2,1,1,1,4,5,4,1,1,5,3,7,3,4,3,2,3,4,7,3,11,13,13,14,0.1889649980758,C2
444,443,3,2,1,1,2,3,4,3,2,5,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,2,5,2,1,1,1,1,1,5,5,2,1,6,3,2,2,2,5,1,1,1,1,5,2,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,0,0,0,1,1,1,2,2,2,1,1,1,1,2,5,1,1,2,1,1,1,4,7,7,1,1,7,7,7,1,9,1,4,3,2,4,3,11,16,17,13,2.32840621072366,C2
445,442,3,1,2,2,1,13,4,2,10,5,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,3,1,1,1,1,1,3,5,1,1,6,3,2,2,3,4,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,2,5,3,1,2,1,1,1,5,5,4,1,1,4,6,7,1,6,1,3,2,3,4,3,11,14,13,13,0.25470971690636,C2
446,448,2,1,2,2,1,13,4,3,12,3,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,2,1,4,5,2,1,1,1,1,1,4,4,2,4,4,1,1,1,1,4,3,3,2,2,1,2,3,3,4,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,3,0,2,0,0,2,1,1,1,2,1,1,1,1,1,1,4,4,4,4,2,1,1,1,7,6,4,1,1,4,5,9,1,4,2,2,3,4,8,2,12,13,13,14,0.07443901347395,C2
447,447,1,1,2,2,5,9,5,3,14,4,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,5,5,1,1,1,1,1,1,5,2,5,5,5,1,1,1,1,5,5,5,5,3,2,2,1,2,3,1,1,1,1,4,3,4,5,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,1,0,0,1,1,1,5,4,4,1,1,1,1,4,5,4,4,2,1,1,1,7,7,5,1,1,7,4,7,1,6,4,2,4,4,4,1,11,14,19,13,0.33915758419002,C3
448,445,2,1,2,2,1,13,5,3,12,5,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1,3,3,2,2,2,1,1,1,1,1,5,2,5,3,2,1,1,1,1,5,5,2,2,2,1,2,2,2,4,1,1,1,1,3,3,3,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,2,1,1,1,1,1,1,1,3,2,2,1,1,1,1,3,3,2,2,2,1,1,1,5,6,5,1,1,4,5,5,4,4,2,3,2,2,12,2,13,13,13,12,1.48486859345339,C3
449,441,2,2,1,1,3,2,3,2,11,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,2,4,4,5,4,1,1,1,1,1,4,4,3,4,4,1,1,1,1,4,3,4,3,2,3,3,3,2,4,1,1,1,1,4,3,4,2,1,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,0,0,0,1,1,1,4,4,4,1,1,1,1,3,5,5,2,2,1,1,1,5,5,4,1,1,5,6,7,1,8,4,2,2,3,6,2,11,15,17,6,0.46368765246181,ABC1
450,455,2,2,1,1,1,13,5,3,7,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,2,1,4,3,1,1,1,1,1,4,3,4,3,2,1,1,1,1,3,4,2,2,6,3,1,2,2,4,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,0,1,1,1,4,3,3,1,1,1,1,1,1,5,1,2,1,1,1,6,6,6,1,1,6,6,5,1,7,2,4,3,3,6,2,13,15,13,6,3.1227408893378,C3
451,444,1,1,2,2,1,7,5,2,14,5,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,1,5,2,1,3,2,1,1,1,1,1,5,1,5,2,1,1,1,1,1,5,5,1,1,1,6,2,2,3,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,5,5,1,2,1,1,1,6,6,6,1,1,7,7,9,2,7,3,3,2,1,4,1,12,15,18,13,0.64747538810665,C3
452,450,3,1,2,2,1,7,4,2,12,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,5,2,5,2,2,1,1,1,1,4,5,3,1,3,3,2,2,2,4,1,1,1,1,4,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,0,1,1,1,1,5,1,1,1,1,1,1,2,5,4,1,2,1,1,1,1,5,4,1,1,6,6,8,1,5,3,3,4,3,6,3,12,14,18,6,0.22815223729153,C2
453,446,3,1,2,2,5,8,4,3,13,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,3,4,5,3,3,1,1,1,1,1,3,4,3,4,4,1,1,1,1,2,3,4,4,2,6,5,3,2,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,3,3,1,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1,3,4,3,1,1,1,1,3,1,3,4,2,1,1,1,5,6,5,1,1,7,7,9,4,6,3,2,2,4,12,3,12,14,19,12,0.30753003911116,C2
454,453,3,1,2,2,2,4,2,1,6,5,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,5,5,1,1,3,3,2,2,2,5,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,2,1,1,1,7,7,7,1,1,7,6,9,1,6,2,4,2,1,4,3,12,14,17,13,0.24235013759933,ABC1
455,456,2,2,1,1,1,13,5,2,1,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,3,3,4,4,4,1,1,1,1,1,4,3,4,3,4,1,1,1,1,4,3,4,4,2,6,1,1,3,4,1,1,1,1,3,2,2,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,0,1,1,1,4,1,1,1,1,1,1,2,3,5,2,2,1,1,1,6,4,7,1,1,5,4,5,1,5,2,3,2,3,7,2,13,14,13,14,1.75851565035362,C3
456,451,2,1,2,2,5,16,5,3,9,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,2,4,2,1,1,1,1,1,4,3,4,4,4,1,1,1,1,5,5,5,5,2,2,1,1,2,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,4,4,4,3,2,1,1,1,6,5,5,1,1,6,5,7,1,5,3,4,1,3,12,2,11,14,19,12,0.26731650846652,C3
457,462,2,1,2,2,5,8,4,3,3,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1,1,1,1,1,3,5,1,1,3,1,1,1,1,1,5,2,5,2,1,1,1,1,1,3,3,3,3,2,1,2,3,2,3,1,1,1,1,5,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,1,5,3,2,1,1,1,2,4,6,1,1,4,4,10,1,6,2,3,1,1,1,2,12,14,19,13,0.17995597978465,C2
458,459,3,1,2,2,1,13,5,2,12,4,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,5,1,1,5,5,1,1,1,1,1,5,2,4,2,2,1,1,1,1,5,4,2,2,3,1,2,2,2,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,2,2,0,1,1,1,2,2,2,1,1,1,1,2,5,4,2,2,1,1,1,7,6,7,1,1,7,7,7,3,1,1,3,2,1,3,3,11,12,13,13,0.21428695143235,C3
459,464,3,2,1,1,5,16,3,3,12,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,4,6,3,2,2,2,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,0,1,1,1,1,2,1,1,1,1,1,1,1,5,4,1,2,1,1,1,7,4,7,1,1,7,7,9,1,7,1,3,1,1,6,3,12,15,19,6,0.67691099372514,ABC1
460,469,3,1,2,2,1,13,4,1,2,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,2,3,4,2,2,1,1,1,1,1,3,3,4,4,4,1,1,1,1,4,4,3,4,2,2,1,3,1,4,1,1,1,1,5,3,3,4,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,0,1,1,1,5,5,5,1,1,1,1,2,5,3,2,2,1,1,1,3,4,3,1,1,6,6,8,1,9,3,3,3,3,9,3,12,16,13,14,1.92593671789273,C2
461,466,2,2,1,1,5,9,6,3,13,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,1,2,3,5,2,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,3,3,3,3,1,3,2,2,2,4,1,1,1,1,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,2,1,1,1,1,4,4,3,1,1,1,1,3,3,3,3,2,1,1,1,4,4,4,1,1,4,5,6,1,3,3,2,2,2,2,2,11,13,19,13,0.11419882033353,D
462,465,2,1,2,2,1,6,3,2,14,4,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,5,1,1,5,1,1,1,1,1,1,5,3,5,3,1,1,1,1,1,5,5,1,4,5,1,5,2,3,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,3,1,2,2,1,1,0,1,1,1,5,1,1,1,1,1,1,1,5,3,1,2,1,1,1,7,7,7,1,1,7,7,9,1,9,3,3,3,5,12,2,12,16,18,12,1.49954487986896,ABC1
463,461,2,1,2,2,4,12,5,3,12,4,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,4,1,4,3,1,1,1,1,5,4,3,3,1,2,2,3,3,4,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,4,2,2,1,1,1,1,3,3,4,4,2,1,1,1,3,1,3,1,1,3,3,5,1,4,2,3,3,2,6,2,13,13,19,6,2.66311272268659,C3
464,474,2,1,2,2,1,13,4,1,12,4,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,1,1,2,2,3,3,5,1,1,1,1,1,4,3,4,2,3,1,1,1,1,3,3,2,2,5,1,5,2,2,4,1,1,1,1,3,2,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,3,4,2,2,1,1,1,4,4,4,1,1,3,4,9,1,10,1,3,2,3,6,2,12,16,13,6,1.12699178939832,C2
465,468,2,1,2,2,3,1,2,2,12,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,2,2,1,5,2,1,1,1,1,1,1,3,4,3,1,1,1,1,1,5,5,3,1,3,5,3,2,2,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,4,2,3,1,1,1,1,3,4,4,2,2,1,1,1,5,2,2,1,1,5,3,9,1,8,2,4,4,3,12,2,12,15,17,12,0.54208332757144,ABC1
466,463,2,1,2,2,1,13,2,3,6,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,2,NA,4,1,1,1,1,1,2,4,3,4,4,1,1,1,1,4,4,4,4,5,1,1,1,3,2,1,1,1,1,2,3,3,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,3,1,1,1,1,1,1,5,2,2,1,1,1,1,3,4,5,3,2,1,1,1,6,4,5,1,1,4,4,10,4,8,1,4,2,3,11,2,12,15,13,14,0.38353834970751,ABC1
467,481,2,1,2,2,1,13,2,3,14,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,5,2,2,1,1,1,1,4,4,3,3,2,3,2,2,3,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,0,1,1,1,1,4,2,1,1,1,1,1,2,5,2,1,2,1,1,1,7,4,4,1,1,7,6,10,1,10,3,3,3,3,6,2,12,16,13,6,1.12699178939832,ABC1
468,478,2,2,1,1,5,9,2,1,9,5,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,5,2,1,1,1,1,1,5,5,2,1,6,2,2,2,3,5,1,1,1,1,5,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,0,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,1,2,1,1,1,7,7,4,1,1,7,7,10,1,10,3,4,2,1,4,2,12,16,19,13,1.16391767501918,ABC1
469,480,2,1,2,2,1,7,5,3,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,2,5,4,5,1,1,1,1,1,2,5,2,5,4,1,1,1,1,2,2,5,4,3,2,1,1,1,3,1,1,1,1,2,2,2,4,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,5,2,2,1,1,1,1,4,3,4,4,2,1,1,1,1,5,3,1,1,4,3,8,5,4,3,2,3,4,8,2,12,13,18,14,0.09904654369927,C3
470,457,2,2,1,1,2,4,3,1,11,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,2,1,2,4,2,1,1,1,1,1,4,2,4,2,2,1,1,1,1,4,4,2,2,6,3,2,2,2,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,3,3,3,1,1,1,1,3,4,4,2,2,1,1,1,6,5,5,1,1,5,6,9,1,7,2,2,2,3,6,2,12,15,17,6,0.31215193663678,ABC1
471,479,2,1,2,2,1,13,3,3,12,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,1,5,3,1,1,1,1,1,2,4,2,3,4,1,1,1,1,2,2,4,4,4,3,3,3,3,4,1,1,1,1,4,2,3,2,1,1,1,1,1,1,3,3,3,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,3,1,0,1,1,1,4,2,2,1,1,1,1,2,4,5,3,2,1,1,1,5,5,5,1,1,4,5,9,1,8,4,2,3,3,6,2,12,15,13,6,0.38353834970751,ABC1
472,473,2,2,1,1,1,5,3,3,13,5,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,2,5,1,1,2,3,3,2,3,4,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,4,3,2,1,1,1,1,2,4,3,1,2,1,1,1,6,6,5,1,1,6,7,9,1,9,2,3,2,1,6,2,12,16,18,6,0.86349425358997,ABC1
473,467,2,1,2,2,1,13,6,3,1,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,1,1,1,3,4,1,5,3,1,1,1,1,1,5,3,5,4,3,1,1,1,1,5,4,2,3,3,3,5,3,2,4,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,0,2,1,1,1,3,1,1,1,1,1,1,2,5,3,3,2,1,1,1,4,7,1,1,1,5,5,7,1,2,3,2,3,3,12,2,11,12,13,12,0.1253933385224,D
474,477,3,1,2,2,1,13,5,1,1,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,3,3,3,4,3,1,1,1,1,1,3,3,3,3,3,1,1,1,1,3,3,3,3,7,3,3,3,2,3,1,1,1,1,4,2,3,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,0,1,1,1,1,4,3,3,1,1,1,1,3,4,4,3,2,1,1,1,4,5,5,1,1,4,3,5,3,5,3,3,4,4,12,3,13,14,13,12,3.42037267558685,C3
475,458,2,2,1,1,1,13,3,3,9,5,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,5,1,1,1,1,1,1,5,5,1,1,6,2,2,2,2,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0,1,1,1,4,1,1,1,1,1,1,1,4,1,1,2,1,1,1,7,5,5,1,1,6,7,10,1,6,2,4,2,1,4,2,12,14,13,13,0.0577782971487,ABC1
476,470,3,2,1,1,1,13,2,3,12,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,4,5,4,1,1,1,1,1,2,5,3,5,4,1,1,1,1,2,2,4,4,2,3,1,2,2,4,1,1,1,1,1,2,4,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,0,1,1,1,5,2,1,1,1,1,1,2,4,5,4,2,1,1,1,5,4,4,1,1,5,5,9,1,9,3,3,3,2,10,3,12,16,13,14,1.10902668603265,ABC1
